| infectadas: 15.0 | suseptibles a infectarse: 5.0 | Recuperados: 0.0
Persona 11	5.200000000000002	70.0	55.0
Persona 12	5.200000000000002	100.0	57.0
Persona 13	5.200000000000002	40.0	35.0
Persona 14	5.200000000000002	13.0	0.0
Persona 15	5.200000000000002	27.0	91.0
Persona 16	5.200000000000002	3.0	46.0
Persona 17	5.200000000000002	80.0	87.0
Persona 18	5.200000000000002	94.0	88.0
Persona 19	5.200000000000002	42.0	22.0
Persona 20	5.200000000000002	27.0	98.0
Persona 1	5.400000000000002	59.0	96.0
Persona 2	5.400000000000002	22.0	67.0
Persona 3	5.400000000000002	38.0	25.0
Persona 4	5.400000000000002	53.0	58.0
Persona 5	5.400000000000002	58.0	80.0
Persona 6	5.400000000000002	52.0	58.0
Persona 7	5.400000000000002	53.0	23.0
Persona 8	5.400000000000002	96.0	73.0
Persona 9	5.400000000000002	33.0	10.0
Persona 10	5.400000000000002	50.0	59.0
Persona 11	5.400000000000002	69.0	56.0
Persona 12	5.400000000000002	100.0	58.0
Persona 13	5.400000000000002	41.0	36.0
Persona 14	5.400000000000002	14.0	1.0
Persona 15	5.400000000000002	27.0	92.0
Persona 16	5.400000000000002	3.0	45.0
Persona 17	5.400000000000002	79.0	86.0
Persona 18	5.400000000000002	94.0	87.0
Persona 19	5.400000000000002	43.0	23.0
Persona 20	5.400000000000002	27.0	97.0
Persona 1	5.600000000000002	58.0	95.0
Persona 2	5.600000000000002	21.0	66.0
Persona 3	5.600000000000002	39.0	25.0
Persona 4	5.600000000000002	54.0	59.0
Persona 5	5.600000000000002	58.0	79.0
Persona 6	5.600000000000002	53.0	59.0
Persona 7	5.600000000000002	54.0	22.0
Persona 8	5.600000000000002	95.0	73.0
Persona 9	5.600000000000002	32.0	11.0
Persona 10	5.600000000000002	50.0	58.0
Persona 11	5.600000000000002	68.0	56.0
Persona 12	5.600000000000002	99.0	59.0
Persona 13	5.600000000000002	42.0	37.0
Persona 14	5.600000000000002	15.0	2.0
Persona 15	5.600000000000002	26.0	93.0
Persona 16	5.600000000000002	3.0	44.0
Persona 17	5.600000000000002	78.0	85.0
Persona 18	5.600000000000002	94.0	86.0
Persona 19	5.600000000000002	44.0	24.0
Persona 20	5.600000000000002	27.0	96.0
Persona 1	5.8000000000000025	58.0	94.0
Persona 2	5.8000000000000025	21.0	65.0
Persona 3	5.8000000000000025	40.0	26.0
Persona 4	5.8000000000000025	54.0	60.0
Persona 5	5.8000000000000025	59.0	78.0
Persona 6	5.8000000000000025	53.0	60.0
Persona 7	5.8000000000000025	55.0	21.0
Persona 8	5.8000000000000025	94.0	73.0
Persona 9	5.8000000000000025	31.0	12.0
Persona 10	5.8000000000000025	51.0	57.0
Persona 11	5.8000000000000025	67.0	56.0
Persona 12	5.8000000000000025	98.0	60.0
Persona 13	5.8000000000000025	42.0	38.0
Persona 14	5.8000000000000025	15.0	3.0
Persona 15	5.8000000000000025	25.0	94.0
Persona 16	5.8000000000000025	4.0	43.0
Persona 17	5.8000000000000025	78.0	84.0
Persona 18	5.8000000000000025	95.0	85.0
Persona 19	5.8000000000000025	44.0	25.0
Persona 20	5.8000000000000025	28.0	95.0
Persona 1	6.000000000000003	58.0	93.0
Persona 2	6.000000000000003	21.0	64.0
Persona 3	6.000000000000003	41.0	27.0
Persona 4	6.000000000000003	54.0	61.0
Persona 5	6.000000000000003	60.0	77.0
Persona 6	6.000000000000003	53.0	61.0
Persona 7	6.000000000000003	56.0	21.0
Persona 8	6.000000000000003	93.0	72.0
Persona 9	6.000000000000003	30.0	12.0
Persona 10	6.000000000000003	52.0	56.0
Persona 11	6.000000000000003	66.0	55.0
Persona 12	6.000000000000003	97.0	60.0
Persona 13	6.000000000000003	42.0	39.0
Persona 14	6.000000000000003	15.0	4.0
Persona 15	6.000000000000003	24.0	94.0
Persona 16	6.000000000000003	5.0	42.0
Persona 17	6.000000000000003	78.0	83.0
Persona 18	6.000000000000003	96.0	84.0
Persona 19	6.000000000000003	44.0	26.0
Persona 20	6.000000000000003	29.0	94.0
Persona 1	6.200000000000003	59.0	92.0
Persona 2	6.200000000000003	22.0	63.0
Persona 3	6.200000000000003	41.0	28.0
Persona 4	6.200000000000003	53.0	62.0
Persona 5	6.200000000000003	61.0	77.0
Persona 6	6.200000000000003	52.0	62.0
Persona 7	6.200000000000003	57.0	21.0
Persona 8	6.200000000000003	92.0	71.0
Persona 9	6.200000000000003	29.0	12.0
Persona 10	6.200000000000003	53.0	56.0
Persona 11	6.200000000000003	65.0	54.0
Persona 12	6.200000000000003	96.0	60.0
Persona 13	6.200000000000003	41.0	40.0
Persona 14	6.200000000000003	14.0	5.0
Persona 15	6.200000000000003	23.0	94.0
Persona 16	6.200000000000003	6.0	42.0
Persona 17	6.200000000000003	79.0	82.0
Persona 18	6.200000000000003	97.0	84.0
Persona 19	6.200000000000003	43.0	27.0
Persona 20	6.200000000000003	30.0	94.0
Persona 1	6.400000000000003	60.0	91.0
Persona 2	6.400000000000003	23.0	62.0
Persona 3	6.400000000000003	41.0	29.0
Persona 4	6.400000000000003	52.0	63.0
Persona 5	6.400000000000003	62.0	77.0
Persona 6	6.400000000000003	51.0	63.0
Persona 7	6.400000000000003	58.0	22.0
Persona 8	6.400000000000003	92.0	70.0
Persona 9	6.400000000000003	28.0	11.0
Persona 10	6.400000000000003	54.0	56.0
Persona 11	6.400000000000003	65.0	53.0
Persona 12	6.400000000000003	95.0	59.0
Persona 13	6.400000000000003	40.0	41.0
Persona 14	6.400000000000003	13.0	6.0
Persona 15	6.400000000000003	22.0	93.0
Persona 16	6.400000000000003	7.0	42.0
Persona 17	6.400000000000003	80.0	81.0
Persona 18	6.400000000000003	98.0	84.0
Persona 19	6.400000000000003	42.0	28.0
Persona 20	6.400000000000003	31.0	94.0
Persona 1	6.600000000000003	61.0	91.0
Persona 2	6.600000000000003	24.0	62.0
Persona 3	6.600000000000003	40.0	30.0
Persona 4	6.600000000000003	51.0	63.0
Persona 5	6.600000000000003	63.0	78.0
Persona 6	6.600000000000003	50.0	63.0
Persona 7	6.600000000000003	59.0	23.0
Persona 8	6.600000000000003	92.0	69.0
Persona 9	6.600000000000003	27.0	10.0
Persona 10	6.600000000000003	55.0	57.0
Persona 11	6.600000000000003	65.0	52.0
Persona 12	6.600000000000003	94.0	58.0
Persona 13	6.600000000000003	39.0	41.0
Persona 14	6.600000000000003	12.0	6.0
Persona 15	6.600000000000003	21.0	92.0
Persona 16	6.600000000000003	8.0	43.0
Persona 17	6.600000000000003	81.0	81.0
Persona 18	6.600000000000003	99.0	85.0
Persona 19	6.600000000000003	41.0	28.0
Persona 20	6.600000000000003	32.0	95.0
Persona 1	6.800000000000003	62.0	91.0
Persona 2	6.800000000000003	25.0	62.0
Persona 3	6.800000000000003	39.0	31.0
Persona 4	6.800000000000003	50.0	63.0
Persona 5	6.800000000000003	64.0	79.0
Persona 6	6.800000000000003	49.0	63.0
Persona 7	6.800000000000003	59.0	24.0
Persona 8	6.800000000000003	93.0	68.0
Persona 9	6.800000000000003	27.0	9.0
Persona 10	6.800000000000003	56.0	58.0
Persona 11	6.800000000000003	66.0	51.0
Persona 12	6.800000000000003	94.0	57.0
Persona 13	6.800000000000003	38.0	41.0
Persona 14	6.800000000000003	11.0	6.0
Persona 15	6.800000000000003	21.0	91.0
Persona 16	6.800000000000003	9.0	44.0
Persona 17	6.800000000000003	82.0	81.0
Persona 18	6.800000000000003	100.0	86.0
Persona 19	6.800000000000003	40.0	28.0
Persona 20	6.800000000000003	33.0	96.0
Persona 1	7.0000000000000036	63.0	92.0
Persona 2	7.0000000000000036	26.0	63.0
Persona 3	7.0000000000000036	38.0	31.0
Persona 4	7.0000000000000036	49.0	62.0
Persona 5	7.0000000000000036	64.0	80.0
Persona 6	7.0000000000000036	48.0	62.0
Persona 7	7.0000000000000036	59.0	25.0
Persona 8	7.0000000000000036	94.0	67.0
Persona 9	7.0000000000000036	27.0	8.0
Persona 10	7.0000000000000036	56.0	59.0
Persona 11	7.0000000000000036	67.0	50.0
Persona 12	7.0000000000000036	94.0	56.0
Persona 13	7.0000000000000036	37.0	40.0
Persona 14	7.0000000000000036	10.0	5.0
Persona 15	7.0000000000000036	21.0	90.0
Persona 16	7.0000000000000036	9.0	45.0
Persona 17	7.0000000000000036	83.0	82.0
Persona 18	7.0000000000000036	100.0	87.0
Persona 19	7.0000000000000036	39.0	27.0
Persona 20	7.0000000000000036	33.0	97.0
Persona 1	7.200000000000004	64.0	93.0
Persona 2	7.200000000000004	27.0	64.0
Persona 3	7.200000000000004	37.0	31.0
Persona 4	7.200000000000004	48.0	61.0
Persona 5	7.200000000000004	63.0	81.0
Persona 6	7.200000000000004	47.0	61.0
Persona 7	7.200000000000004	58.0	26.0
Persona 8	7.200000000000004	95.0	67.0
Persona 9	7.200000000000004	28.0	7.0
Persona 10	7.200000000000004	55.0	60.0
Persona 11	7.200000000000004	68.0	50.0
Persona 12	7.200000000000004	95.0	55.0
Persona 13	7.200000000000004	36.0	39.0
Persona 14	7.200000000000004	9.0	4.0
Persona 15	7.200000000000004	22.0	89.0
Persona 16	7.200000000000004	8.0	46.0
Persona 17	7.200000000000004	84.0	83.0
Persona 18	7.200000000000004	99.0	88.0
Persona 19	7.200000000000004	38.0	26.0
Persona 20	7.200000000000004	32.0	98.0
Persona 1	7.400000000000004	64.0	94.0
Persona 2	7.400000000000004	27.0	65.0
Persona 3	7.400000000000004	36.0	30.0
Persona 4	7.400000000000004	48.0	60.0
Persona 5	7.400000000000004	62.0	82.0
Persona 6	7.400000000000004	47.0	60.0
Persona 7	7.400000000000004	57.0	27.0
Persona 8	7.400000000000004	96.0	67.0
Persona 9	7.400000000000004	29.0	6.0
Persona 10	7.400000000000004	54.0	61.0
Persona 11	7.400000000000004	69.0	50.0
Persona 12	7.400000000000004	96.0	54.0
Persona 13	7.400000000000004	36.0	38.0
Persona 14	7.400000000000004	9.0	3.0
Persona 15	7.400000000000004	23.0	88.0
Persona 16	7.400000000000004	7.0	47.0
Persona 17	7.400000000000004	84.0	84.0
Persona 18	7.400000000000004	98.0	89.0
Persona 19	7.400000000000004	38.0	25.0
Persona 20	7.400000000000004	31.0	99.0
Persona 1	7.600000000000004	64.0	95.0
Persona 2	7.600000000000004	27.0	66.0
Persona 3	7.600000000000004	35.0	29.0
Persona 4	7.600000000000004	48.0	59.0
Persona 5	7.600000000000004	61.0	83.0
Persona 6	7.600000000000004	47.0	59.0
Persona 7	7.600000000000004	56.0	27.0
Persona 8	7.600000000000004	97.0	68.0
Persona 9	7.600000000000004	30.0	6.0
Persona 10	7.600000000000004	53.0	62.0
Persona 11	7.600000000000004	70.0	51.0
Persona 12	7.600000000000004	97.0	54.0
Persona 13	7.600000000000004	36.0	37.0
Persona 14	7.600000000000004	9.0	2.0
Persona 15	7.600000000000004	24.0	88.0
Persona 16	7.600000000000004	6.0	48.0
Persona 17	7.600000000000004	84.0	85.0
Persona 18	7.600000000000004	97.0	90.0
Persona 19	7.600000000000004	38.0	24.0
Persona 20	7.600000000000004	30.0	100.0
Persona 1	7.800000000000004	63.0	96.0
Persona 2	7.800000000000004	26.0	67.0
Persona 3	7.800000000000004	35.0	28.0
Persona 4	7.800000000000004	49.0	58.0
Persona 5	7.800000000000004	60.0	83.0
Persona 6	7.800000000000004	48.0	58.0
Persona 7	7.800000000000004	55.0	27.0
Persona 8	7.800000000000004	98.0	69.0
Persona 9	7.800000000000004	31.0	6.0
Persona 10	7.800000000000004	52.0	62.0
Persona 11	7.800000000000004	71.0	52.0
Persona 12	7.800000000000004	98.0	54.0
Persona 13	7.800000000000004	37.0	36.0
Persona 14	7.800000000000004	10.0	1.0
Persona 15	7.800000000000004	25.0	88.0
Persona 16	7.800000000000004	5.0	48.0
Persona 17	7.800000000000004	83.0	86.0
Persona 18	7.800000000000004	96.0	90.0
Persona 19	7.800000000000004	39.0	23.0
Persona 20	7.800000000000004	29.0	100.0
Persona 1	8.000000000000004	62.0	97.0
Persona 2	8.000000000000004	25.0	68.0
Persona 3	8.000000000000004	35.0	27.0
Persona 4	8.000000000000004	50.0	57.0
Persona 5	8.000000000000004	59.0	82.0
Persona 6	8.000000000000004	49.0	57.0
Persona 7	8.000000000000004	54.0	26.0
Persona 8	8.000000000000004	98.0	70.0
Persona 9	8.000000000000004	32.0	7.0
Persona 10	8.000000000000004	51.0	61.0
Persona 11	8.000000000000004	71.0	53.0
Persona 12	8.000000000000004	99.0	55.0
Persona 13	8.000000000000004	38.0	35.0
Persona 14	8.000000000000004	11.0	0.0
Persona 15	8.000000000000004	26.0	89.0
Persona 16	8.000000000000004	4.0	47.0
Persona 17	8.000000000000004	82.0	87.0
Persona 18	8.000000000000004	95.0	89.0
Persona 19	8.000000000000004	40.0	22.0
Persona 20	8.000000000000004	28.0	99.0
Persona 1	8.200000000000003	61.0	97.0
Persona 2	8.200000000000003	24.0	68.0
Persona 3	8.200000000000003	36.0	26.0
Persona 4	8.200000000000003	51.0	57.0
Persona 5	8.200000000000003	58.0	81.0
Persona 6	8.200000000000003	50.0	57.0
Persona 7	8.200000000000003	53.0	25.0
Persona 8	8.200000000000003	97.0	71.0
Persona 9	8.200000000000003	33.0	8.0
Persona 10	8.200000000000003	50.0	60.0
Persona 11	8.200000000000003	70.0	54.0
Persona 12	8.200000000000003	100.0	56.0
Persona 13	8.200000000000003	39.0	35.0
Persona 14	8.200000000000003	12.0	0.0
Persona 15	8.200000000000003	27.0	90.0
Persona 16	8.200000000000003	3.0	46.0
Persona 17	8.200000000000003	81.0	87.0
Persona 18	8.200000000000003	94.0	88.0
Persona 19	8.200000000000003	41.0	22.0
Persona 20	8.200000000000003	27.0	98.0
Persona 1	8.400000000000002	60.0	97.0
Persona 2	8.400000000000002	23.0	68.0
Persona 3	8.400000000000002	37.0	25.0
Persona 4	8.400000000000002	52.0	57.0
Persona 5	8.400000000000002	58.0	80.0
Persona 6	8.400000000000002	51.0	57.0
Persona 7	8.400000000000002	53.0	24.0
Persona 8	8.400000000000002	96.0	72.0
Persona 9	8.400000000000002	33.0	9.0
Persona 10	8.400000000000002	50.0	59.0
Persona 11	8.400000000000002	69.0	55.0
Persona 12	8.400000000000002	100.0	57.0
Persona 13	8.400000000000002	40.0	35.0
Persona 14	8.400000000000002	13.0	0.0
Persona 15	8.400000000000002	27.0	91.0
Persona 16	8.400000000000002	3.0	45.0
Persona 17	8.400000000000002	80.0	87.0
Persona 18	8.400000000000002	94.0	87.0
Persona 19	8.400000000000002	42.0	22.0
Persona 20	8.400000000000002	27.0	97.0
Persona 1	8.600000000000001	59.0	96.0
Persona 2	8.600000000000001	22.0	67.0
Persona 3	8.600000000000001	38.0	25.0
Persona 4	8.600000000000001	53.0	58.0
Persona 5	8.600000000000001	58.0	79.0
Persona 6	8.600000000000001	52.0	58.0
Persona 7	8.600000000000001	53.0	23.0
Persona 8	8.600000000000001	95.0	73.0
Persona 9	8.600000000000001	33.0	10.0
Persona 10	8.600000000000001	50.0	58.0
Persona 11	8.600000000000001	68.0	56.0
Persona 12	8.600000000000001	100.0	58.0
Persona 13	8.600000000000001	41.0	36.0
Persona 14	8.600000000000001	14.0	1.0
Persona 15	8.600000000000001	27.0	92.0
Persona 16	8.600000000000001	3.0	44.0
Persona 17	8.600000000000001	79.0	86.0
Persona 18	8.600000000000001	94.0	86.0
Persona 19	8.600000000000001	43.0	23.0
Persona 20	8.600000000000001	27.0	96.0
Persona 1	8.8	58.0	95.0
Persona 2	8.8	21.0	66.0
Persona 3	8.8	39.0	25.0
Persona 4	8.8	54.0	59.0
Persona 5	8.8	59.0	78.0
Persona 6	8.8	53.0	59.0
Persona 7	8.8	54.0	22.0
Persona 8	8.8	94.0	73.0
Persona 9	8.8	32.0	11.0
Persona 10	8.8	51.0	57.0
Persona 11	8.8	67.0	56.0
Persona 12	8.8	99.0	59.0
Persona 13	8.8	42.0	37.0
Persona 14	8.8	15.0	2.0
Persona 15	8.8	26.0	93.0
Persona 16	8.8	4.0	43.0
Persona 17	8.8	78.0	85.0
Persona 18	8.8	95.0	85.0
Persona 19	8.8	44.0	24.0
Persona 20	8.8	28.0	95.0
Persona 1	9.0	58.0	94.0
Persona 2	9.0	21.0	65.0
Persona 3	9.0	40.0	26.0
Persona 4	9.0	54.0	60.0
Persona 5	9.0	60.0	77.0
Persona 6	9.0	53.0	60.0
Persona 7	9.0	55.0	21.0
Persona 8	9.0	93.0	72.0
Persona 9	9.0	31.0	12.0
Persona 10	9.0	52.0	56.0
Persona 11	9.0	66.0	55.0
Persona 12	9.0	98.0	60.0
Persona 13	9.0	42.0	38.0
Persona 14	9.0	15.0	3.0
Persona 15	9.0	25.0	94.0
Persona 16	9.0	5.0	42.0
Persona 17	9.0	78.0	84.0
Persona 18	9.0	96.0	84.0
Persona 19	9.0	44.0	25.0
Persona 20	9.0	29.0	94.0
Persona 1	9.2	58.0	93.0
Persona 2	9.2	21.0	64.0
Persona 3	9.2	41.0	27.0
Persona 4	9.2	53.0	61.0
Persona 5	9.2	61.0	77.0
Persona 6	9.2	52.0	61.0
Persona 7	9.2	56.0	21.0
Persona 8	9.2	92.0	71.0
Persona 9	9.2	30.0	12.0
Persona 10	9.2	53.0	56.0
Persona 11	9.2	65.0	54.0
Persona 12	9.2	97.0	60.0
Persona 13	9.2	41.0	39.0
Persona 14	9.2	14.0	4.0
Persona 15	9.2	24.0	94.0
Persona 16	9.2	6.0	42.0
Persona 17	9.2	78.0	83.0
Persona 18	9.2	97.0	84.0
Persona 19	9.2	43.0	26.0
Persona 20	9.2	30.0	94.0
Persona 1	9.399999999999999	59.0	92.0
Persona 2	9.399999999999999	22.0	63.0
Persona 3	9.399999999999999	41.0	28.0
Persona 4	9.399999999999999	52.0	62.0
Persona 5	9.399999999999999	62.0	77.0
Persona 6	9.399999999999999	51.0	62.0
Persona 7	9.399999999999999	57.0	21.0
Persona 8	9.399999999999999	92.0	70.0
Persona 9	9.399999999999999	29.0	12.0
Persona 10	9.399999999999999	54.0	56.0
Persona 11	9.399999999999999	65.0	53.0
Persona 12	9.399999999999999	96.0	60.0
Persona 13	9.399999999999999	40.0	40.0
Persona 14	9.399999999999999	13.0	5.0
Persona 15	9.399999999999999	23.0	94.0
Persona 16	9.399999999999999	7.0	42.0
Persona 17	9.399999999999999	79.0	82.0
Persona 18	9.399999999999999	98.0	84.0
Persona 19	9.399999999999999	42.0	27.0
Persona 20	9.399999999999999	31.0	94.0
Persona 1	9.599999999999998	60.0	91.0
Persona 2	9.599999999999998	23.0	62.0
Persona 3	9.599999999999998	41.0	29.0
Persona 4	9.599999999999998	51.0	63.0
Persona 5	9.599999999999998	63.0	78.0
Persona 6	9.599999999999998	50.0	63.0
Persona 7	9.599999999999998	58.0	22.0
Persona 8	9.599999999999998	92.0	69.0
Persona 9	9.599999999999998	28.0	11.0
Persona 10	9.599999999999998	55.0	57.0
Persona 11	9.599999999999998	65.0	52.0
Persona 12	9.599999999999998	95.0	59.0
Persona 13	9.599999999999998	39.0	41.0
Persona 14	9.599999999999998	12.0	6.0
Persona 15	9.599999999999998	22.0	93.0
Persona 16	9.599999999999998	8.0	43.0
Persona 17	9.599999999999998	80.0	81.0
Persona 18	9.599999999999998	99.0	85.0
Persona 19	9.599999999999998	41.0	28.0
Persona 20	9.599999999999998	32.0	95.0
Persona 1	9.799999999999997	61.0	91.0
Persona 2	9.799999999999997	24.0	62.0
Persona 3	9.799999999999997	40.0	30.0
Persona 4	9.799999999999997	50.0	63.0
Persona 5	9.799999999999997	64.0	79.0
Persona 6	9.799999999999997	49.0	63.0
Persona 7	9.799999999999997	59.0	23.0
Persona 8	9.799999999999997	93.0	68.0
Persona 9	9.799999999999997	27.0	10.0
Persona 10	9.799999999999997	56.0	58.0
Persona 11	9.799999999999997	66.0	51.0
Persona 12	9.799999999999997	94.0	58.0
Persona 13	9.799999999999997	38.0	41.0
Persona 14	9.799999999999997	11.0	6.0
Persona 15	9.799999999999997	21.0	92.0
Persona 16	9.799999999999997	9.0	44.0
Persona 17	9.799999999999997	81.0	81.0
Persona 18	9.799999999999997	100.0	86.0
Persona 19	9.799999999999997	40.0	28.0
Persona 20	9.799999999999997	33.0	96.0
Persona 1	9.999999999999996	62.0	91.0
Persona 2	9.999999999999996	25.0	62.0
Persona 3	9.999999999999996	39.0	31.0
Persona 4	9.999999999999996	49.0	62.0
Persona 5	9.999999999999996	64.0	80.0
Persona 6	9.999999999999996	48.0	62.0
Persona 7	9.999999999999996	59.0	24.0
Persona 8	9.999999999999996	94.0	67.0
Persona 9	9.999999999999996	27.0	9.0
Persona 10	9.999999999999996	56.0	59.0
Persona 11	9.999999999999996	67.0	50.0
Persona 12	9.999999999999996	94.0	57.0
Persona 13	9.999999999999996	37.0	40.0
Persona 14	9.999999999999996	10.0	5.0
Persona 15	9.999999999999996	21.0	91.0
Persona 16	9.999999999999996	9.0	45.0
Persona 17	9.999999999999996	82.0	81.0
Persona 18	9.999999999999996	100.0	87.0
Persona 19	9.999999999999996	39.0	27.0
Persona 20	9.999999999999996	33.0	97.0
| infectadas: 20.0 | suseptibles a infectarse: 0.0 | Recuperados: 0.0

